,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id_x,info_id,emp_id_y,number_consumers,mode,dining_table_id,dining_table_name,expenditure,dishes_count,accounts_payable,use_start_time,check_closed,lock_time,cashier_id,pc_id,order_number,org_id,print_doc_bill_num,lock_table_info,order_status,phone,name
728,5773,682,609942,NA,NA,¿±≥¥ˆœ”„,0,1.0,58.0,NA,2016-08-05 18:33:00,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1144,682,1144,6,,1489,1010,407,8,407,2016/8/5 18:24:27,,2016/8/5 18:41:27,,,,330,,,1,18688880273,Õı–À
729,5774,682,609956,NA,NA,◊Œ»ª—Ú≈≈,0,1.0,88.0,NA,2016-08-05 18:33:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1144,682,1144,6,,1489,1010,407,8,407,2016/8/5 18:24:27,,2016/8/5 18:41:27,,,,330,,,1,18688880273,Õı–À
730,5775,682,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-05 18:35:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1144,682,1144,6,,1489,1010,407,8,407,2016/8/5 18:24:27,,2016/8/5 18:41:27,,,,330,,,1,18688880273,Õı–À
731,5776,682,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1.0,29.0,NA,2016-08-05 18:38:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1144,682,1144,6,,1489,1010,407,8,407,2016/8/5 18:24:27,,2016/8/5 18:41:27,,,,330,,,1,18688880273,Õı–À
732,5777,682,609948,NA,NA,¬∂¬∂ŒﬁÃ«–”» ¬∂,0,1.0,7.0,NA,2016-08-05 18:41:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1144,682,1144,6,,1489,1010,407,8,407,2016/8/5 18:24:27,,2016/8/5 18:41:27,,,,330,,,1,18688880273,Õı–À
733,4228,541,609944,NA,NA,ÀÆ÷Û”„,0,1.0,65.0,NA,2016-08-05 18:37:00,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1151,541,1151,2,,1480,1001,189,7,189,2016/8/5 18:35:13,,2016/8/5 18:52:13,,,,330,,,1,18688880280,√œË¥
734,4230,541,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-05 18:42:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1151,541,1151,2,,1480,1001,189,7,189,2016/8/5 18:35:13,,2016/8/5 18:52:13,,,,330,,,1,18688880280,√œË¥
735,4231,541,609975,NA,NA,“ª∆∑œ„À÷≈∫,0,1.0,10.0,NA,2016-08-05 18:44:00,NA,NA,NA,0,NA,NA,caipu/502005.jpg,1151,541,1151,2,,1480,1001,189,7,189,2016/8/5 18:35:13,,2016/8/5 18:52:13,,,,330,,,1,18688880280,√œË¥
736,4232,541,609988,NA,NA,∞ŸÕ˛∆°æ∆πﬁ◊∞,0,1.0,6.0,NA,2016-08-05 18:48:00,NA,NA,NA,0,NA,NA,caipu/403003.jpg,1151,541,1151,2,,1480,1001,189,7,189,2016/8/5 18:35:13,,2016/8/5 18:52:13,,,,330,,,1,18688880280,√œË¥
737,4234,541,610003,NA,NA,À‚œ„∞¸,0,1.0,13.0,NA,2016-08-05 18:52:00,NA,NA,NA,0,NA,NA,caipu/503002.jpg,1151,541,1151,2,,1480,1001,189,7,189,2016/8/5 18:35:13,,2016/8/5 18:52:13,,,,330,,,1,18688880280,√œË¥
738,4233,541,609989,NA,NA,«‡µ∫∆°æ∆πﬁ◊∞,0,1.0,7.0,NA,2016-08-05 18:52:00,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1151,541,1151,2,,1480,1001,189,7,189,2016/8/5 18:35:13,,2016/8/5 18:52:13,,,,330,,,1,18688880280,√œË¥
739,4235,541,610009,NA,NA,∫⁄√◊¡µ…œ∆œÃ—,0,1.0,33.0,NA,2016-08-05 18:52:00,NA,NA,NA,0,NA,NA,caipu/601003.jpg,1151,541,1151,2,,1480,1001,189,7,189,2016/8/5 18:35:13,,2016/8/5 18:52:13,,,,330,,,1,18688880280,√œË¥
740,5021,610,609964,NA,NA,±‹∑ÁÃ¡≥¥–∑,0,1.0,48.0,NA,2016-08-05 18:38:00,NA,NA,NA,0,NA,NA,caipu/102004.jpg,1571,610,1571,6,,1489,1010,139,7,139,2016/8/5 18:37:07,,2016/8/5 18:48:07,,,,330,,,1,18688880770,Õı’Ò√˘
741,5022,610,609957,NA,NA,√…π≈øæ—ÚÕ»,0,1.0,48.0,NA,2016-08-05 18:43:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1571,610,1571,6,,1489,1010,139,7,139,2016/8/5 18:37:07,,2016/8/5 18:48:07,,,,330,,,1,18688880770,Õı’Ò√˘
742,5024,610,610051,NA,NA,¡π∞Ë¬‹≤∑Àø,0,1.0,20.0,NA,2016-08-05 18:43:00,NA,NA,NA,0,NA,NA,caipu/301005.jpg,1571,610,1571,6,,1489,1010,139,7,139,2016/8/5 18:37:07,,2016/8/5 18:48:07,,,,330,,,1,18688880770,Õı’Ò√˘
743,5025,610,609949,NA,NA,“‚Œƒƒ˚√ ÷≠ ,0,1.0,13.0,NA,2016-08-05 18:46:00,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1571,610,1571,6,,1489,1010,139,7,139,2016/8/5 18:37:07,,2016/8/5 18:48:07,,,,330,,,1,18688880770,Õı’Ò√˘
744,5026,610,610053,NA,NA,µ∞Ã¢,0,1.0,8.0,NA,2016-08-05 18:48:00,NA,NA,NA,0,NA,NA,caipu/501002.jpg,1571,610,1571,6,,1489,1010,139,7,139,2016/8/5 18:37:07,,2016/8/5 18:48:07,,,,330,,,1,18688880770,Õı’Ò√˘
745,5027,610,610010,NA,NA,∞◊∑π/–°ÕÎ,0,2.0,1.0,NA,2016-08-05 18:48:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1571,610,1571,6,,1489,1010,139,7,139,2016/8/5 18:37:07,,2016/8/5 18:48:07,,,,330,,,1,18688880770,Õı’Ò√˘
746,4580,575,609967,NA,NA,œ„À÷¡Ω≥‘¥Ûœ∫,0,1.0,89.0,NA,2016-08-05 18:42:00,NA,NA,NA,0,NA,NA,caipu/101002.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
747,4590,575,609979,NA,NA,œ √¿˜≠”„,0,1.0,55.0,NA,2016-08-05 18:44:00,NA,NA,NA,0,NA,NA,caipu/106004.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
748,4585,575,609965,NA,NA,¥–Ω™≥¥–∑,0,1.0,109.0,NA,2016-08-05 18:44:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
749,4594,575,609993,NA,NA,∞Ÿ¿Ôœ„ƒÃ”Õøæ∫Ïæ∆≈£»‚,0,1.0,178.0,NA,2016-08-05 18:45:00,NA,NA,NA,0,NA,NA,caipu/111.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
750,4596,575,609941,NA,NA,«Â’Ù∫£”„,0,1.0,78.0,NA,2016-08-05 18:46:00,NA,NA,NA,0,NA,NA,caipu/103002.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
751,4603,575,609983,NA,NA,∏…π¯ÃÔº¶,0,1.0,88.0,NA,2016-08-05 18:51:00,NA,NA,NA,0,NA,NA,caipu/205003.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
752,4605,575,610007,NA,NA,π‘≤»‚∫Ï∂π∞À±¶∑π,0,1.0,39.0,NA,2016-08-05 18:52:00,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
753,4607,575,610027,NA,NA,«Â≥¥æ’ª®≤À,0,1.0,30.0,NA,2016-08-05 18:53:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
754,4610,575,610072,NA,NA,53∂»√©Ã®,0,1.0,128.0,NA,2016-08-05 18:53:00,NA,NA,NA,0,NA,NA,caipu/401005.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
755,4616,575,609996,NA,NA,≈£Œ≤Ã¿,0,1.0,40.0,NA,2016-08-05 18:54:00,NA,NA,NA,0,NA,NA,caipu/201006.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
756,4622,575,610008,NA,NA,ŒÂ…´≈¥√◊∑π(∆ﬂ…´),0,1.0,35.0,NA,2016-08-05 18:55:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
757,4628,575,609930,NA,NA,Õ„∂π Ì◊–÷Ìπ«Ã¿,0,1.0,39.0,NA,2016-08-05 18:57:00,NA,NA,NA,0,NA,NA,caipu/203001.jpg,1093,575,1093,2,,1482,1003,908,12,908,2016/8/5 18:41:19,,2016/8/5 18:57:19,,,,330,,,1,18688880172,∫´”ÍŒı
758,5425,652,610041,NA,NA,¡π∞Ë∫£¥¯∂π—ø◊œ≤À,0,1.0,35.0,NA,2016-08-05 18:53:00,NA,NA,NA,0,NA,NA,caipu/105005.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
759,5427,652,610023,NA,NA,∆°æ∆—º,0,1.0,48.0,NA,2016-08-05 18:53:00,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
760,5429,652,610025,NA,NA,∑¨«—µ∞Ã¿,0,1.0,25.0,NA,2016-08-05 18:54:00,NA,NA,NA,0,NA,NA,caipu/204008.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
761,5433,652,610013,NA,NA,∑¨«—Ï¿«Ôø˚,0,1.0,35.0,NA,2016-08-05 18:58:00,NA,NA,NA,0,NA,NA,caipu/302002.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
762,5431,652,610046,NA,NA,«‡≥¥±‚∂π,0,1.0,28.0,NA,2016-08-05 18:58:00,NA,NA,NA,0,NA,NA,caipu/305005.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
763,5434,652,609973,NA,NA,◊œ Ì√Ê∞¸æÌ,0,1.0,20.0,NA,2016-08-05 18:59:00,NA,NA,NA,0,NA,NA,caipu/502003.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
764,5436,652,610057,NA,NA,±¶±¶∞Ê≈£»‚≥¶∑€,0,1.0,15.0,NA,2016-08-05 18:59:00,NA,NA,NA,0,NA,NA,caipu/604001.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
765,5439,652,610007,NA,NA,π‘≤»‚∫Ï∂π∞À±¶∑π,0,1.0,39.0,NA,2016-08-05 19:02:00,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
766,5438,652,609956,NA,NA,◊Œ»ª—Ú≈≈,0,1.0,88.0,NA,2016-08-05 19:02:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
767,5441,652,609945,NA,NA,≈©∑Ú…Ω»™NFCπ˚÷≠100%≥»÷≠,0,1.0,6.0,NA,2016-08-05 19:03:00,NA,NA,NA,0,NA,NA,caipu/404001.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
768,5442,652,609948,NA,NA,¬∂¬∂ŒﬁÃ«–”» ¬∂,0,1.0,7.0,NA,2016-08-05 19:04:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1164,652,1164,3,,1485,1006,346,11,346,2016/8/5 18:53:11,,2016/8/5 19:04:46,,,,330,,,1,18688880293,√´∫√
769,6827,779,609991,NA,NA,œ„øæ≈£≈≈,0,6.0,55.0,NA,2016-08-05 19:05:00,NA,NA,NA,0,NA,NA,caipu/201001.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
770,6826,779,609994,NA,NA,∂¿º“±°∫…œ œ∫≈£»‚æÌ,0,1.0,45.0,NA,2016-08-05 19:05:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
771,6818,779,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-05 19:19:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
772,6821,779,610063,NA,NA,À‚œ„¿±ª®º◊,0,1.0,45.0,NA,2016-08-05 19:19:00,NA,NA,NA,0,NA,NA,caipu/104002.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
773,6824,779,610066,NA,NA,¿±≥¥ÃÔ¬›,0,1.0,35.0,NA,2016-08-05 19:20:00,NA,NA,NA,0,NA,NA,caipu/104005.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
774,6830,779,610014,NA,NA,Ω”Ò¡º‘µ,0,1.0,30.0,NA,2016-08-05 19:22:00,NA,NA,NA,0,NA,NA,caipu/302003.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
775,6829,779,610051,NA,NA,¡π∞Ë¬‹≤∑Àø,0,1.0,20.0,NA,2016-08-05 19:22:00,NA,NA,NA,0,NA,NA,caipu/301005.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
776,6831,779,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-05 19:25:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
777,7386,779,609933,NA,NA,◊‘÷∆÷Ì»‚∏¨,0,1.0,48.0,NA,2016-08-05 19:26:00,NA,NA,NA,0,NA,NA,caipu/203004.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
778,7383,779,609967,NA,NA,œ„À÷¡Ω≥‘¥Ûœ∫,0,1.0,89.0,NA,2016-08-05 19:26:00,NA,NA,NA,0,NA,NA,caipu/101002.jpg,1304,779,1304,6,,1489,1010,735,15,735,2016/8/5 19:18:52,,2016/8/21 19:26:52,,,,330,,,1,18688880503,ƒæ–¿Õ©
779,4551,573,609970,NA,NA,¬È¿±–°¡˙œ∫,0,1.0,99.0,NA,2016-08-05 19:37:00,NA,NA,NA,0,NA,NA,caipu/101006.jpg,1337,573,1337,4,,1485,1006,364,9,364,2016/8/5 19:29:13,,2016/8/5 19:44:13,,,,330,,,1,18688880536,Œ⁄√˜–˘
780,4553,573,609941,NA,NA,«Â’Ù∫£”„,0,1.0,78.0,NA,2016-08-05 19:39:00,NA,NA,NA,0,NA,NA,caipu/103002.jpg,1337,573,1337,4,,1485,1006,364,9,364,2016/8/5 19:29:13,,2016/8/5 19:44:13,,,,330,,,1,18688880536,Œ⁄√˜–˘
781,4556,573,609949,NA,NA,“‚Œƒƒ˚√ ÷≠ ,0,6.0,13.0,NA,2016-08-05 19:39:00,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1337,573,1337,4,,1485,1006,364,9,364,2016/8/5 19:29:13,,2016/8/5 19:44:13,,,,330,,,1,18688880536,Œ⁄√˜–˘
782,4560,573,609965,NA,NA,¥–Ω™≥¥–∑,0,1.0,109.0,NA,2016-08-05 19:44:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1337,573,1337,4,,1485,1006,364,9,364,2016/8/5 19:29:13,,2016/8/5 19:44:13,,,,330,,,1,18688880536,Œ⁄√˜–˘
783,3335,451,609958,NA,NA,œ„¿±±¨—Ú∏Œ,0,1.0,28.0,NA,2016-08-05 20:00:00,NA,NA,NA,0,NA,NA,caipu/202004.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
784,3337,451,610011,NA,NA,∞◊∑π/¥ÛÕÎ,0,2.0,10.0,NA,2016-08-05 20:00:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
785,3333,451,609970,NA,NA,¬È¿±–°¡˙œ∫,0,1.0,99.0,NA,2016-08-05 20:00:00,NA,NA,NA,0,NA,NA,caipu/101006.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
786,3338,451,609981,NA,NA,π‘≤Ë€ËΩ∏Î◊”Ã¿,0,1.0,48.0,NA,2016-08-05 20:01:00,NA,NA,NA,0,NA,NA,caipu/205001.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
787,3339,451,610035,NA,NA,ª∆Œ≤¥¸ ÛŒ˜¿≠◊”∫Ï∆œÃ—æ∆,0,1.0,46.0,NA,2016-08-05 20:02:00,NA,NA,NA,0,NA,NA,caipu/402004.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
788,3340,451,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-05 20:03:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
789,3342,451,609956,NA,NA,◊Œ»ª—Ú≈≈,0,1.0,88.0,NA,2016-08-05 20:03:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
790,3344,451,609955,NA,NA,∫Ïæ∆Ï¿—Ú»‚,0,1.0,108.0,NA,2016-08-05 20:04:00,NA,NA,NA,0,NA,NA,caipu/202001.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
791,3345,451,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-05 20:05:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
792,3346,451,609950,NA,NA,¥ÛÀ‚‹»≤À,0,1.0,30.0,NA,2016-08-05 20:05:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
793,3348,451,609961,NA,NA,Ω™¥–≥¥ª®–∑,0,1.0,45.0,NA,2016-08-05 20:06:00,NA,NA,NA,0,NA,NA,caipu/102001.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
794,3347,451,609951,NA,NA,Ï¡≥¥¥Û∞◊≤À,0,1.0,29.0,NA,2016-08-05 20:06:00,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
795,3349,451,610055,NA,NA,∆œÃ—ƒÃÀ÷(≥¨À÷œ„µƒ±˝∏…),0,1.0,9.0,NA,2016-08-05 20:07:00,NA,NA,NA,0,NA,NA,caipu/501004.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
796,3351,451,609986,NA,NA,π˛∂˚±ı∆°æ∆πﬁ◊∞,0,1.0,7.0,NA,2016-08-05 20:07:00,NA,NA,NA,0,NA,NA,caipu/403001.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
797,3350,451,610028,NA,NA,≈‡∏˘ª®≤À,0,1.0,35.0,NA,2016-08-05 20:07:00,NA,NA,NA,0,NA,NA,caipu/304002.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
798,3353,451,609974,NA,NA,ƒœπœË€ËΩ–°±˝∏…,0,1.0,19.0,NA,2016-08-05 20:07:00,NA,NA,NA,0,NA,NA,caipu/502004.jpg,1488,451,1488,10,,1519,1040,693,17,693,2016/8/5 20:00:29,,2016/8/5 20:07:05,,,,330,,,1,18688880687,–Ã–¿ø…
799,5760,681,609970,NA,NA,¬È¿±–°¡˙œ∫,0,1.0,99.0,NA,2016-08-05 20:22:00,NA,NA,NA,0,NA,NA,caipu/101006.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
800,5761,681,609941,NA,NA,«Â’Ù∫£”„,0,1.0,78.0,NA,2016-08-05 20:23:00,NA,NA,NA,0,NA,NA,caipu/103002.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
801,5762,681,609957,NA,NA,√…π≈øæ—ÚÕ»,0,1.0,48.0,NA,2016-08-05 20:25:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
802,5763,681,609967,NA,NA,œ„À÷¡Ω≥‘¥Ûœ∫,0,1.0,89.0,NA,2016-08-05 20:27:00,NA,NA,NA,0,NA,NA,caipu/101002.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
803,5764,681,610010,NA,NA,∞◊∑π/–°ÕÎ,0,8.0,1.0,NA,2016-08-05 20:28:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
804,5765,681,610071,NA,NA, 42∂»∫£÷Æ¿∂,0,3.0,99.0,NA,2016-08-05 20:28:00,NA,NA,NA,0,NA,NA,caipu/401004.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
805,5766,681,609966,NA,NA,÷• øª‚≤® ø∂Ÿ¡˙œ∫,0,1.0,175.0,NA,2016-08-05 20:32:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
806,5767,681,609979,NA,NA,œ √¿˜≠”„,0,2.0,55.0,NA,2016-08-05 20:33:00,NA,NA,NA,0,NA,NA,caipu/106004.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
807,5768,681,610022,NA,NA,∫ºΩ∑º¶’‰,0,1.0,58.0,NA,2016-08-05 20:37:00,NA,NA,NA,0,NA,NA,caipu/204005.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
808,5769,681,610060,NA,NA,π„ Ωœ∫» ≥¶∑€,0,1.0,18.0,NA,2016-08-05 20:37:00,NA,NA,NA,0,NA,NA,caipu/604004.jpg,1183,681,1183,6,,1505,1026,980,20,980,2016/8/5 20:20:24,,2016/8/5 20:37:24,,,,330,,,1,18688880362,’≈µŸ∑∆
809,3862,502,609969,NA,NA,œ„¿±∏Ø»È≥¥œ∫,0,1.0,56.0,NA,2016-08-05 20:56:00,NA,NA,NA,0,NA,NA,caipu/101004.jpg,1028,502,1028,10,,1496,1017,473,11,473,2016/8/5 20:56:01,,2016/8/5 21:12:55,,,,330,,,1,18688880047,æ£’‹
810,3863,502,609934,NA,NA,«€≤À≥¥—¸ª®,0,1.0,18.0,NA,2016-08-05 20:57:00,NA,NA,NA,0,NA,NA,caipu/203005.jpg,1028,502,1028,10,,1496,1017,473,11,473,2016/8/5 20:56:01,,2016/8/5 21:12:55,,,,330,,,1,18688880047,æ£’‹
811,3864,502,609941,NA,NA,«Â’Ù∫£”„,0,1.0,78.0,NA,2016-08-05 21:00:00,NA,NA,NA,0,NA,NA,caipu/103002.jpg,1028,502,1028,10,,1496,1017,473,11,473,2016/8/5 20:56:01,,2016/8/5 21:12:55,,,,330,,,1,18688880047,æ£’‹
